Thread  	Address                 	Instruction                     	Result                                  	
0000DEAD	ROM:sub_B0D2+BC         	LDR.W           R1, =unk_400E0180	R1=400E0180                             	
0000DEAD	ROM:sub_B0D2+C0         	LDR             R1, [R1]        	R1=00000004                             	
0000DEAD	ROM:sub_B0D2+C2         	MOVS            R0, #0          	R0=00000000 Z=1                         	
0000DEAD	ROM:sub_B0D2+C4         	CMP             R1, #2          	Z=0                                     	
0000DEAD	ROM:sub_B0D2+C6         	ITE NE                          	IT[3:2]=1 IT[7:4]=1                     	
0000DEAD	ROM:sub_B0D2+C8         	CMPNE.W         R1, #0x2000     	IT[3:2]=2 IT[7:4]=0 C=0 N=1             	
0000DEAD	ROM:sub_B0D2+CC         	MOVEQ           R0, #1          	IT[3:2]=0                               	
0000DEAD	ROM:sub_B0D2+CE         	BL              sub_45CC        	LR=0000B1A5                             	
0000DEAD	ROM:sub_45CC            	PUSH            {R4,R6,R7,LR}   	SP=20001378 MSP=20001378                	
0000DEAD	ROM:sub_45CC+2          	LDR             R4, =unk_20000348	R4=20000348                             	
0000DEAD	ROM:sub_45CC+4          	LDR             R2, [R4,#(unk_20000358 - 0x20000348)]	R2=200003B8                             	
0000DEAD	ROM:sub_45CC+6          	CBNZ            R0, loc_45E8    	                                        	
0000DEAD	ROM:sub_45CC+8          	LDR             R1, =0x12BC67D9 	R1=12BC67D9                             	
0000DEAD	ROM:sub_45CC+A          	ADD.W           R0, R2, #0x7E8  	R0=20000BA0                             	
0000DEAD	ROM:sub_45CC+E          	LDRD.W          R6, R7, [R0]    	                                        	
0000DEAD	ROM:sub_45CC+12         	LDR             R0, =0xFE3954AF 	R0=FE3954AF                             	
0000DEAD	ROM:sub_45CC+14         	CMP             R7, R1          	                                        	
0000DEAD	ROM:sub_45CC+16         	IT EQ                           	IT[3:2]=2                               	
0000DEAD	ROM:sub_45CC+18         	CMPEQ           R6, R0          	IT[3:2]=0                               	
0000DEAD	ROM:sub_45CC+1A         	BEQ             locret_4638     	                                        	
0000DEAD	ROM:sub_45CC:loc_45E8   	MOV.W           R1, #0x7F8      	R1=000007F8                             	
0000DEAD	ROM:sub_45CC+20         	MOV             R0, R2          	R0=200003B8                             	
0000DEAD	ROM:sub_45CC+22         	BL              sub_7800        	LR=000045F3                             	
0000DEAD	ROM:sub_7800            	MOVS            R2, #0          	R2=00000000 Z=1 N=0                     	
0000DEAD	ROM:sub_7800+2          	B.W             sub_B5B4        	                                        	
0000DEAD	ROM:sub_B5B4            	PUSH            {LR}            	SP=20001374 MSP=20001374                	
0000DEAD	ROM:sub_B5B4+2          	NOP                             	                                        	
0000DEAD	ROM:sub_B5B4+4          	MOVS            R3, R2          	R3=00000000                             	
0000DEAD	ROM:sub_B5B4+6          	MOV             LR, R2          	LR=00000000                             	
0000DEAD	ROM:sub_B5B4+8          	MOV             R12, R2         	R12=00000000                            	
0000DEAD	ROM:sub_B5B4:loc_B5BE   	SUBS            R1, #0x10       	R1=000007E8 C=1 Z=0                     	
0000DEAD	ROM:sub_B5B4+C          	IT CS                           	IT[3:2]=2 IT[7:4]=2                     	
0000DEAD	ROM:sub_B5B4+E          	STMCS.W         R0!, {R2,R3,R12,LR}	R0=200003C8 IT[3:2]=0 IT[7:4]=0         	
0000DEAD	ROM:sub_B5B4+12         	BHI             loc_B5BE        	R0=20000BA8 R1=FFFFFFF8 C=0 N=1         	
0000DEAD	ROM:sub_B5B4+14         	MOVS.W          R12, R1,LSL#29  	C=1 Z=1 N=0                             	
0000DEAD	ROM:sub_B5B4+18         	IT CS                           	IT[3:2]=2 IT[7:4]=2                     	
0000DEAD	ROM:sub_B5B4+1A         	STMCS           R0!, {R2,R3}    	R0=20000BB0 IT[3:2]=0 IT[7:4]=0         	
0000DEAD	ROM:sub_B5B4+1C         	IT MI                           	IT[3:2]=2 IT[7:4]=4                     	
0000DEAD	ROM:sub_B5B4+1E         	STRMI.W         R2, [R0],#4     	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_B5B4+22         	LSLS            R1, R1, #0x1F   	R1=00000000 C=0                         	
0000DEAD	ROM:sub_B5B4+24         	IT CS                           	IT[3:2]=2 IT[7:4]=2                     	
0000DEAD	ROM:sub_B5B4+26         	STRHCS.W        R2, [R0],#2     	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_B5B4+2A         	IT MI                           	IT[3:2]=2 IT[7:4]=4                     	
0000DEAD	ROM:sub_B5B4+2C         	STRBMI.W        R2, [R0],#1     	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_B5B4+30         	POP             {PC}            	SP=20001378 MSP=20001378                	
0000DEAD	ROM:sub_45CC+26         	LDR             R0, [R4,#(unk_20000358 - 0x20000348)]	R0=200003B8                             	
0000DEAD	ROM:sub_45CC+28         	LDR             R3, =0x12BC67D9 	R3=12BC67D9                             	
0000DEAD	ROM:sub_45CC+2A         	ADD.W           R1, R0, #0x28 ; '('	R1=200003E0                             	
0000DEAD	ROM:sub_45CC+2E         	STR             R1, [R0,#0x2C]  	                                        	
0000DEAD	ROM:sub_45CC+30         	MOVS            R2, #1          	R2=00000001 Z=0                         	
0000DEAD	ROM:sub_45CC+32         	ADD.W           R1, R0, #0x2C ; ','	R1=200003E4                             	
0000DEAD	ROM:sub_45CC+36         	STRB            R2, [R1,#0x15]  	                                        	
0000DEAD	ROM:sub_45CC+38         	STRB            R2, [R1,#0x16]  	                                        	
0000DEAD	ROM:sub_45CC+3A         	MOVS            R2, #0          	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_45CC+3C         	STRB            R2, [R1,#0x17]  	                                        	
0000DEAD	ROM:sub_45CC+3E         	ADD.W           R1, R0, #0x7E8  	R1=20000BA0                             	
0000DEAD	ROM:sub_45CC+42         	LDR             R2, =0xFE3954AF 	R2=FE3954AF                             	
0000DEAD	ROM:sub_45CC+44         	STRD.W          R2, R3, [R1]    	                                        	
0000DEAD	ROM:sub_45CC+48         	ADDW            R0, R0, #0x7E8  	R0=20000BA0                             	
0000DEAD	ROM:sub_45CC+4C         	MOVS            R1, #0          	R1=00000000                             	
0000DEAD	ROM:sub_45CC+4E         	STRB            R1, [R0,#9]     	                                        	
0000DEAD	ROM:sub_45CC+50         	STRB            R1, [R0,#0xA]   	                                        	
0000DEAD	ROM:sub_45CC+52         	ADR.W           R0, lcROM       	R0=00004800                             	
0000DEAD	ROM:sub_45CC+56         	LDR             R1, [R4,#(unk_20000358 - 0x20000348)]	R1=200003B8                             	
0000DEAD	ROM:sub_45CC+58         	LSLS            R0, R0, #1      	R0=00009000 Z=0                         	
0000DEAD	ROM:sub_45CC+5A         	STR             R0, [R1,#0x3C]  	                                        	
0000DEAD	ROM:sub_45CC+5C         	STR             R0, [R1,#0x38]  	                                        	
0000DEAD	ROM:sub_45CC+5E         	STR             R0, [R1,#0x34]  	                                        	
0000DEAD	ROM:sub_45CC+60         	STR             R0, [R1,#0x30]  	                                        	
0000DEAD	ROM:sub_45CC+62         	BL              sub_AC0A        	LR=00004633                             	
0000DEAD	ROM:sub_AC0A            	PUSH            {R4,LR}         	SP=20001370 MSP=20001370                	
0000DEAD	ROM:sub_AC0A+2          	LDR             R1, =dword_20000D54	R1=20000D54                             	
0000DEAD	ROM:sub_AC0A+4          	LDR             R4, =unk_20000358	R4=20000358                             	
0000DEAD	ROM:sub_AC0A+6          	MOVS            R0, #0          	R0=00000000 Z=1                         	
0000DEAD	ROM:sub_AC0A+8          	STR             R0, [R1]        	                                        	
0000DEAD	ROM:sub_AC0A+A          	LDR             R1, [R4]        	R1=200003B8                             	
0000DEAD	ROM:sub_AC0A+C          	BL              sub_786A        	LR=0000AC1B                             	
0000DEAD	ROM:sub_786A            	PUSH.W          {R4-R9,LR}      	SP=20001354 MSP=20001354                	
0000DEAD	ROM:sub_786A+4          	MOV             R6, R1          	R6=200003B8                             	
0000DEAD	ROM:sub_786A+6          	ADD.W           R7, R6, #0x28 ; '('	R7=200003E0                             	
0000DEAD	ROM:sub_786A+A          	MOV             R4, R0          	R4=00000000                             	
0000DEAD	ROM:sub_786A+C          	LDR             R0, [R7,#4]     	R0=200003E0                             	
0000DEAD	ROM:sub_786A+E          	LDRB            R0, [R0]        	R0=00000000                             	
0000DEAD	ROM:sub_786A+10         	LSLS            R0, R0, #2      	                                        	
0000DEAD	ROM:sub_786A+12         	STRB.W          R0, [R6,#0x48]  	                                        	
0000DEAD	ROM:sub_786A+16         	ADD.W           R5, R6, #0x48 ; 'H'	R5=20000400                             	
0000DEAD	ROM:sub_786A+1A         	LDRB.W          R0, [R6,#0x28]  	                                        	
0000DEAD	ROM:sub_786A+1E         	LSLS            R0, R0, #2      	                                        	
0000DEAD	ROM:sub_786A+20         	STRB            R0, [R5,#1]     	                                        	
0000DEAD	ROM:sub_786A+22         	MOVS            R0, #0xF        	R0=0000000F Z=0                         	
0000DEAD	ROM:sub_786A+24         	LDRSB.W         R2, [R6,#0x48]  	R2=00000000                             	
0000DEAD	ROM:sub_786A+28         	BL              sub_99B4        	LR=00007897                             	
0000DEAD	ROM:sub_99B4            	MOVS            R1, #0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_99B4+2          	B.W             sub_B5E8        	                                        	
0000DEAD	ROM:sub_B5E8            	UXTB            R2, R2          	                                        	
0000DEAD	ROM:sub_B5E8+2          	SUBS            R2, #0x20 ; ' ' 	R2=FFFFFFE0 Z=0 N=1                     	
0000DEAD	ROM:sub_B5E8+4          	ITTT CS                         	IT[7:4]=2 IT[1:0]=2                     	
0000DEAD	ROM:sub_B5E8+6          	LSLCS.W         R1, R0, R2      	IT[3:2]=1 IT[1:0]=0                     	
0000DEAD	ROM:sub_B5E8+A          	MOVCS           R0, #0          	IT[3:2]=2                               	
0000DEAD	ROM:sub_B5E8+C          	BXCS            LR              	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_B5E8+E          	NEGS            R2, R2          	R2=00000020 N=0                         	
0000DEAD	ROM:sub_B5E8+10         	RORS            R0, R2          	                                        	
0000DEAD	ROM:sub_B5E8+12         	RSBS.W          R2, R2, #0x20 ; ' '	R2=00000000 C=1 Z=1                     	
0000DEAD	ROM:sub_B5E8+16         	LSLS            R1, R2          	                                        	
0000DEAD	ROM:sub_B5E8+18         	EORS            R1, R0          	R1=0000000F Z=0                         	
0000DEAD	ROM:sub_B5E8+1A         	LSRS            R0, R2          	                                        	
0000DEAD	ROM:sub_B5E8+1C         	LSLS            R0, R2          	                                        	
0000DEAD	ROM:sub_B5E8+1E         	EORS            R1, R0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_B5E8+20         	BX              LR              	                                        	
0000DEAD	ROM:sub_786A+2C         	STRD.W          R0, R1, [R5,#8] 	                                        	
0000DEAD	ROM:sub_786A+30         	LDRB.W          R2, [R6,#0x48]  	                                        	
0000DEAD	ROM:sub_786A+34         	MOV.W           R0, #0xFFFFFFFF 	R0=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+38         	MOV             R1, #0xFFFFFF   	R1=00FFFFFF                             	
0000DEAD	ROM:sub_786A+3C         	ADDS            R2, R2, #4      	R2=00000004 C=0 Z=0                     	
0000DEAD	ROM:sub_786A+3E         	BL              sub_B5E8        	R0=FFFFFFF0 R1=0FFFFFFF LR=000078AD     	
0000DEAD	ROM:sub_786A+42         	MOV.W           R2, #0xFFFFFFFF 	R2=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+46         	MOV             R3, #0xFFFFFF   	R3=00FFFFFF                             	
0000DEAD	ROM:sub_786A+4A         	BIC.W           R0, R2, R0      	R0=0000000F                             	
0000DEAD	ROM:sub_786A+4E         	BIC.W           R1, R3, R1      	R1=00000000                             	
0000DEAD	ROM:sub_786A+52         	STRD.W          R0, R1, [R5,#0x10]	                                        	
0000DEAD	ROM:sub_786A+56         	LDRB.W          R6, [R6,#0x28]  	R6=00000000                             	
0000DEAD	ROM:sub_786A+5A         	MOV             R8, R2          	R8=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+5C         	MOV             R9, R2          	R9=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+5E         	MOV             R0, R8          	R0=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+60         	MOV             R1, R9          	R1=FFFFFFFF                             	
0000DEAD	ROM:sub_786A+62         	LSLS            R2, R6, #2      	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_786A+64         	BL              sub_B5E8        	LR=000078D3 C=1 Z=0 N=1                 	
